File,WMC,DIT,NOC,CBO,RFC,LCOM,CA,CE,NPM,LCOM3,LOC,DAM,MOA,MFA,CAM,IC,CBM,AMC,CC,MaX_CC,SUM_LOC+,MAX_LOC+,SUM_LOC-,MAX_LOC-,MAX_SET,AVG_SET,NO_REV,SUM_CHRN,MAX_CHRN,Age,CountOfDeveloper,REF,BUG
DatasourceMBeanRepository.java,7,1,0,8,26,0,2,6,5,0.666666667,130,1,2,0,0.5,0,0,17,1.857142857,5,0,0,0,0,0,0,0,0,0,160,0,FALSE,FALSE
FailoverEndpoint.java,6,0,0,11,34,0,3,8,6,0.3,345,1,1,0,0.416666667,0,0,56.16666667,4.5,19,0,0,0,0,0,0,0,0,0,220,0,FALSE,FALSE
WSDL20EndpointBuilder.java,1,1,0,0,2,0,0,0,1,2,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,206.42,0,FALSE,FALSE
SecurityConstants.java,1,1,0,0,2,0,0,0,1,2,16,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
StatisticsConfigurable.java,3,1,0,9,3,3,9,0,3,2,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,167.85,0,FALSE,FALSE
ScriptMediatorSerializer.java,3,0,0,12,30,3,0,12,3,2,130,0,0,0,0.666666667,0,0,42.33333333,2,5,3,3,3,3,7,7,1,6,6,-0.85,1,FALSE,TRUE
SecretRepositoryProvider.java,1,1,0,5,1,0,2,3,1,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
DynamicLoadbalanceEndpointFactory.java,4,0,0,15,41,2,1,15,1,0.666666667,245,1,2,0,0.416666667,0,0,59.75,3,11,12,10,5,5,46,24.5,2,17,15,26.28,1,TRUE,TRUE
StockQuoteClient.java,8,1,0,19,68,28,0,19,4,2,592,0,0,0,0.15,0,0,73,1.5,4,14,10,33,30,25,13,2,47,34,39.14,2,FALSE,FALSE
SynapseXpathFunctionContextProvider.java,2,1,0,5,2,1,3,2,2,2,2,0,0,0,0.75,0,0,0,1,1,0,0,0,0,0,0,0,0,0,77.28,0,FALSE,FALSE
SynapseEventSource.java,26,0,0,43,93,199,13,32,13,0.816,694,1,2,0,0.169230769,0,0,25.5,0.923076923,1,0,0,0,0,0,0,0,0,0,179,0,FALSE,FALSE
Source.java,16,1,0,20,49,56,3,17,14,0.819047619,466,0.857142857,2,0,0.177777778,0,0,27.6875,0.875,1,14,6,70,29,7,3.75,4,84,35,36.71,3,FALSE,TRUE
SampleAxis2ServerManager.java,7,1,0,14,44,11,2,13,4,0.866666667,255,0.8,4,0,0.333333333,0,0,34.71428571,1.285714286,5,0,0,0,0,0,0,0,0,0,206.85,0,FALSE,FALSE
JmxSecretAuthenticator.java,2,1,0,2,10,0,1,1,2,0,80,1,1,0,0.666666667,0,0,38.5,3.5,7,0,0,0,0,0,0,0,0,0,159.85,0,FALSE,FALSE
AnonymousListMediator.java,2,0,0,8,4,1,6,2,2,2,9,0,0,0,0.75,0,0,3.5,0.5,1,0,0,0,0,0,0,0,0,0,206.28,0,FALSE,FALSE
EndpointFactory.java,15,1,9,35,60,91,17,27,5,0.757142857,352,0.6,4,0,0.233766234,0,0,22.13333333,2.333333333,12,20,6,2,2,46,14.5,4,22,6,30.14,3,TRUE,TRUE
RESTRequestHandler.java,4,1,0,9,25,0,1,8,2,0.333333333,117,1,1,0,0.833333333,0,0,28,2.75,6,89,89,0,0,38,38,1,89,89,25,1,FALSE,FALSE
EventSourceDeployer.java,6,0,0,12,33,0,0,12,5,0.2,520,1,1,0,0.65,0,0,85.5,3.833333333,9,0,0,0,0,0,0,0,0,0,120.71,0,FALSE,FALSE
SynapseTaskException.java,5,4,0,10,10,10,9,1,5,1.25,35,1,0,1,0.7,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,188.28,0,FALSE,FALSE
RoundRobin.java,12,1,0,8,28,42,1,7,11,0.727272727,220,1,1,0,0.345454545,0,0,17,1.416666667,5,25,25,8,8,46,46,1,33,33,26.28,1,TRUE,TRUE
DefaultTaskJobDetailFactory.java,3,1,0,8,20,1,1,7,2,0.5,107,1,1,0,0.625,0,0,34.33333333,3.666666667,11,13,13,19,19,8,8,1,32,32,-59.42,1,FALSE,TRUE
SALoadbalanceEndpointFactory.java,4,0,0,12,31,4,1,12,1,0.666666667,150,1,1,0,0.416666667,0,0,36.25,2,7,0,0,0,0,0,0,0,0,0,213.85,0,FALSE,FALSE
Task.java,1,1,0,5,1,0,5,0,1,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,188.28,0,FALSE,FALSE
RegistrySerializer.java,4,1,0,13,23,2,2,11,2,0.583333333,98,1,4,0,0.333333333,0,0,22.5,1.25,4,0,0,0,0,0,0,0,0,0,218.14,0,FALSE,FALSE
OMElementUtils.java,4,1,0,14,21,4,5,9,3,0.666666667,132,1,1,0,0.4,0,0,31.75,2.75,6,14,13,29,28,46,24,2,43,41,32,2,TRUE,TRUE
RepositoryBasedDataSourceFinder.java,6,1,0,6,11,1,2,4,4,0.6,55,1,2,0,0.466666667,0,0,7.666666667,1.166666667,3,0,0,0,0,0,0,0,0,0,160,0,FALSE,FALSE
AnonymousServiceFactory.java,6,1,0,20,42,9,1,19,2,1.04,302,0.8,2,0,0.366666667,0,0,47.66666667,2.666666667,10,113,107,98,36,25,13.66,3,211,143,-60.28,1,FALSE,TRUE
RESTUtil.java,6,1,0,21,54,15,2,19,5,2,335,0,0,0,0.5,0,0,54.83333333,0.833333333,1,35,34,1,1,76,70.5,2,36,34,-57.28,1,FALSE,TRUE
IKeyStoreLoader.java,1,1,0,3,1,0,3,0,1,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
ScriptMessageContext.java,62,1,0,25,138,0,1,24,62,0.467213115,471,1,2,0,0.1140553,0,0,6.564516129,1,2,1,1,7,7,5,5,1,8,8,-32.57,1,FALSE,FALSE
NextQueueAlgorithm.java,2,1,0,5,2,1,4,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0,0,0,0,0,0,0,0,0,120.71,0,FALSE,FALSE
HessianConstants.java,1,1,0,0,2,0,0,0,1,2,11,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,219.14,0,FALSE,FALSE
PayloadFactoryMediatorFactory.java,6,0,0,10,37,11,0,10,3,0.8,189,1,3,0,0.5,0,0,30,2.166666667,7,132,132,0,0,5,5,1,132,132,26,1,FALSE,TRUE
DynamicAxisOperation.java,3,0,0,6,6,3,1,5,3,2,17,0,0,0,0.5,0,0,4.666666667,0.333333333,1,13,13,9,8,7,5.5,2,22,14,26.28,1,FALSE,TRUE
DefaultDispatcher.java,2,1,0,5,7,1,1,4,2,2,23,0,0,0,0.666666667,0,0,10.5,1,2,38,38,0,0,38,38,1,38,38,25,1,FALSE,FALSE
JMXSecretsProvider.java,9,1,0,5,19,14,1,4,5,0.5625,86,1,1,0,0.875,0,0,8.333333333,1.222222222,3,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
InvokeMediatorSerializer.java,4,0,0,11,27,4,0,11,2,1.333333333,104,0,0,0,0.4375,0,0,24.75,1.5,3,5,5,8,8,17,17,1,13,13,20.28,1,TRUE,FALSE
POXUtils.java,3,1,0,12,29,1,1,11,2,0.5,143,1,1,0,0.5,0,0,46.33333333,4,12,0,0,0,0,0,0,0,0,0,217.28,0,FALSE,FALSE
ProxyServiceDeployer.java,7,0,0,16,44,1,0,16,5,0.666666667,638,0.5,1,0,0.5,0,0,89.85714286,4,10,3,2,2,1,7,4,2,5,3,26.28,2,FALSE,TRUE
DataSourceInformationRepository.java,11,1,0,11,34,0,3,8,9,0.6,192,1,3,0,0.3,0,0,16.09090909,2.181818182,5,0,0,0,0,0,0,0,0,0,160,0,FALSE,FALSE
URITemplateHelper.java,3,1,0,7,6,0,3,4,3,0.5,31,1,1,0,0.666666667,0,0,8.666666667,0.666666667,1,48,48,0,0,38,38,1,48,48,25,1,FALSE,FALSE
Resource.java,31,0,0,27,83,329,9,18,25,0.896969697,831,1,4,0,0.216589862,0,0,25.4516129,3.032258065,25,432,427,5,5,38,21.5,2,437,427,25,1,FALSE,FALSE
Axis2SynapseController.java,35,1,0,60,207,71,0,60,14,0.816176471,1523,1,10,0,0.18907563,0,0,42.17142857,3.057142857,13,112,44,4,2,46,16.42,7,116,44,26.28,3,TRUE,TRUE
SpringCustomLogger.java,7,0,0,4,14,7,0,4,6,0.722222222,76,1,1,0,0.5,0,0,9.428571429,0.714285714,1,0,0,0,0,0,0,0,0,0,89.42,0,FALSE,FALSE
AbstractStartup.java,7,1,1,3,8,11,2,1,7,0.777777778,37,1,0,0,0.714285714,0,0,3.857142857,0.857142857,1,0,0,0,0,0,0,0,0,0,151,0,FALSE,FALSE
LoggingNHttpServiceHandler.java,10,1,0,11,35,0,1,10,10,0,312,1,2,0,0.3125,0,0,30,2.2,5,24,24,21,21,65,51.5,2,45,45,-59,1,TRUE,FALSE
RESTDispatcher.java,1,1,0,6,1,0,4,2,1,2,1,0,0,0,1,0,0,0,1,1,42,42,0,0,38,38,1,42,42,25,1,FALSE,FALSE
VFSUtils.java,9,0,0,14,56,22,2,12,7,0.708333333,333,1,1,0,0.203125,0,0,35.66666667,2,6,25,10,15,6,4,3,4,40,16,25.14,3,FALSE,TRUE
UnboundedQueue.java,16,3,0,2,28,22,1,1,16,0.733333333,140,1,0,0.583333333,0.3125,2,9,7.5625,1.125,2,0,0,0,0,0,0,0,0,0,120.71,0,FALSE,FALSE
IterateMediatorFactory.java,4,0,0,14,33,2,0,14,3,0.666666667,207,1,7,0,0.555555556,0,0,49,3,11,6,5,6,5,13,8,2,12,10,-10,2,FALSE,TRUE
SSLClientIOEventDispatch.java,4,0,0,11,18,4,1,10,2,0.666666667,64,1,0,0,0.464285714,0,0,14.75,1.25,3,123,79,60,31,65,36,3,183,110,-59,1,TRUE,FALSE
ResponseMessageBuilder.java,8,1,0,28,56,6,1,27,6,0.571428571,320,1,2,0,0.380952381,0,0,38.75,1,2,1,1,1,1,1,1,1,2,2,3.14,1,FALSE,TRUE
ConditionalRouterMediatorSerializer.java,3,0,0,15,30,3,0,15,3,2,119,0,0,0,0.666666667,0,0,38.66666667,3,8,0,0,0,0,0,0,0,0,0,108.14,0,FALSE,FALSE
ClientWorker.java,4,1,0,35,93,0,2,34,2,0.5,610,1,4,0,0.444444444,0,0,150,3,9,54,31,10,9,9,6,2,64,40,35.71,2,FALSE,TRUE
EndpointView.java,70,1,0,13,112,1479,9,8,63,0.956082565,1702,1,2,0,0.136876006,0,0,22.84285714,1.942857143,6,16,16,18,18,2,2,1,34,34,-7.57,1,FALSE,TRUE
TextProcessingEvaluatorSerializer.java,3,0,2,14,9,1,2,12,1,2,118,0,0,0,0.583333333,0,0,38.33333333,0.666666667,1,0,0,0,0,0,0,0,0,0,90.42,0,FALSE,FALSE
ServerHandler.java,22,1,0,61,152,29,5,58,18,0.896825397,1220,0.791666667,17,0,0.204761905,0,0,53.36363636,3.181818182,13,43,21,45,37,65,28.75,4,88,56,9.14,1,TRUE,FALSE
XMLToObjectMapper.java,1,1,0,12,1,0,11,1,1,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,89,0,FALSE,FALSE
CloneMediatorFactory.java,4,0,0,8,22,2,0,8,3,0.666666667,116,1,5,0,0.555555556,0,0,26.75,2,7,1,1,3,3,13,13,1,4,4,-10,1,FALSE,TRUE
SynapseXPath.java,10,0,0,103,68,43,82,22,7,0.888888889,446,1,1,0,0.277777778,0,0,43.4,1.8,9,24,17,2,2,96,50.5,2,26,17,-57.14,1,FALSE,TRUE
MessageStoreMediatorSerializer.java,3,0,0,7,16,3,0,7,2,1.5,84,1,0,0,0.666666667,0,0,26.33333333,2,5,1,1,4,4,46,46,1,5,5,26.28,1,TRUE,TRUE
TemplateContext.java,7,1,0,7,22,7,3,4,4,0.666666667,110,1,0,0,0.457142857,0,0,14.28571429,1.714285714,5,26,21,8,8,13,7.5,2,34,29,-10,1,FALSE,TRUE
MessageStoreSerializer.java,5,1,0,14,30,2,3,11,2,0.625,150,1,4,0,0.3125,0,0,28.2,2.2,8,0,0,0,0,0,0,0,0,0,89.14,0,FALSE,FALSE
SharedSecretCallbackHandler.java,2,0,0,6,8,0,0,6,1,0,32,1,1,0,0.75,0,0,14.5,1.5,3,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
JKSKeyStoreLoader.java,2,0,0,2,4,0,1,1,2,0,22,1,0,0,0.75,0,0,9,0.5,1,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
EventPublisherMediatorFactory.java,4,0,0,5,12,2,0,5,3,0.666666667,43,1,2,0,0.555555556,0,0,9.25,0.75,2,0,0,0,0,0,0,0,0,0,179,0,FALSE,FALSE
EnqueueMediatorFactory.java,4,0,0,5,16,2,0,5,3,0.666666667,95,0,4,0,0.555555556,0,0,21.75,2,7,2,2,2,2,3,3,1,4,4,23.71,1,FALSE,TRUE
SynapseConfigurationBuilder.java,5,1,0,14,52,4,1,13,3,0.625,245,0.5,1,0,0.3125,0,0,47.6,3.4,15,0,0,0,0,0,0,0,0,0,219.14,0,FALSE,FALSE
SynapseController.java,13,1,0,7,13,78,3,4,13,2,13,0,0,0,0.307692308,0,0,0,1,1,0,0,0,0,0,0,0,0,0,170.28,0,FALSE,FALSE
XQueryMediatorFactory.java,4,0,0,18,39,2,0,18,3,0.666666667,377,0.285714286,7,0,0.555555556,0,0,91.5,6.5,25,0,0,0,0,0,0,0,0,0,221.14,0,FALSE,FALSE
SecretCallbackHandler.java,1,1,0,10,1,0,9,1,1,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
PropertyMediatorSerializer.java,3,0,0,10,28,3,0,10,3,2,153,0,0,0,0.666666667,0,0,50,4.333333333,12,0,0,0,0,0,0,0,0,0,221,0,FALSE,FALSE
AsymmetricCipher.java,4,0,0,7,9,6,1,6,4,2,31,0,0,0,0.458333333,0,0,6.75,0.5,2,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
TransactionMediator.java,5,0,0,7,26,0,2,5,4,1.0625,231,0.375,0,0,0.533333333,0,0,43.6,2.6,10,4,4,0,0,96,96,1,4,4,-57.14,1,FALSE,TRUE
BinaryExtractMediator.java,16,0,0,9,39,68,0,9,15,0.866666667,219,1,1,0,0.366666667,0,0,12.25,0.875,1,0,0,0,0,0,0,0,0,0,179.14,0,FALSE,FALSE
GenericJMSClient.java,9,1,0,0,42,24,0,0,3,0.583333333,357,1,3,0,0.240740741,0,0,38.33333333,1.444444444,4,0,0,0,0,0,0,0,0,0,224.71,0,FALSE,FALSE
TextFileDataSource.java,12,0,0,14,28,54,1,13,12,0.590909091,115,1,1,0,0.21875,0,0,8.416666667,0.916666667,1,0,0,0,0,0,0,0,0,0,220,0,FALSE,FALSE
EventSender.java,4,1,0,13,34,6,0,13,3,2,197,0,0,0,0.25,0,0,48.25,1.25,3,0,0,0,0,0,0,0,0,0,179,0,FALSE,FALSE
EventSourceSerializer.java,2,1,0,16,29,1,3,13,2,2,212,0,0,0,0.5,0,0,105,4,8,0,0,0,0,0,0,0,0,0,179,0,FALSE,FALSE
TemplateMediator.java,13,0,0,17,34,46,11,6,11,0.791666667,166,1,0,0,0.307692308,0,0,11.46153846,1.384615385,3,9,8,8,7,13,10,2,17,15,-10,2,FALSE,TRUE
TemporaryData.java,11,1,0,7,36,0,3,6,7,0.6375,307,0.125,1,0,0.28,0,0,26.18181818,1.181818182,3,0,0,0,0,0,0,0,0,0,151.28,0,FALSE,FALSE
OutMediatorFactory.java,4,0,0,5,9,4,0,5,3,0.666666667,31,1,1,0,0.555555556,0,0,6.5,0.5,1,0,0,0,0,0,0,0,0,0,193.14,0,FALSE,FALSE
SecretManagerAdminMBeanImpl.java,3,2,0,4,8,0,1,3,3,0,20,1,1,0.956521739,1,0,0,5.333333333,0.666666667,1,0,0,0,0,0,0,0,0,0,160.14,0,FALSE,FALSE
LoggingUtils.java,5,1,0,19,13,10,4,15,4,1.25,57,0,0,0,0.275,0,0,9.8,1.2,2,9,7,9,8,65,35.66,3,18,15,24,1,TRUE,TRUE
SourceTextRetriever.java,2,1,0,15,2,1,13,2,2,2,2,0,0,0,0.75,0,0,0,1,1,0,0,0,0,0,0,0,0,0,94.71,0,FALSE,FALSE
SamplingProcessorViewMBean.java,3,1,0,1,3,3,1,0,3,2,3,0,0,0,1,0,0,0,1,1,18,18,16,16,38,38,1,34,34,25,1,FALSE,FALSE
MessageStore.java,16,1,0,22,16,120,17,5,16,2,16,0,0,0,0.25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,89.14,0,FALSE,FALSE
CalloutMediatorFactory.java,4,0,0,8,29,2,0,8,3,0.666666667,266,1,8,0,0.555555556,0,0,63.5,4.75,18,75,20,18,6,10,5.62,8,93,26,22.14,1,FALSE,TRUE
KeyStoreType.java,4,2,0,4,7,4,3,1,2,0.933333333,67,0.2,5,0.866666667,0.444444444,1,1,14.5,0.5,1,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
POJOCommandMediatorFactory.java,5,0,0,10,35,6,0,10,3,1.027777778,435,1,3,0,0.45,0,0,84.2,7.4,30,0,0,0,0,0,0,0,0,0,221.14,0,FALSE,FALSE
ThrottleMediatorSerializer.java,3,0,0,10,21,3,0,10,3,2,150,0,0,0,0.666666667,0,0,49,4,11,0,0,0,0,0,0,0,0,0,171.28,0,FALSE,FALSE
XSLTMediatorSerializer.java,4,0,0,15,36,4,0,15,3,0.666666667,154,1,1,0,0.666666667,0,0,37.25,2.5,9,0,0,0,0,0,0,0,0,0,221,0,FALSE,FALSE
ThreadingView.java,39,1,0,9,76,587,5,7,15,0.918128655,671,1,1,0,0.180451128,0,0,15.74358974,1.615384615,6,0,0,0,0,0,0,0,0,0,98.28,0,FALSE,FALSE
AnnotatedCommandMediatorFactory.java,4,0,0,10,29,4,0,10,3,0.666666667,131,1,1,0,0.555555556,0,0,31.5,1.75,6,0,0,0,0,0,0,0,0,0,221.14,0,FALSE,FALSE
SALoadbalanceEndpointSerializer.java,2,0,0,16,25,1,1,16,1,2,152,0,0,0,0.75,0,0,75,4,8,4,4,4,4,46,46,1,8,8,26.28,1,TRUE,TRUE
Axis2LoadBalanceMembershipHandler.java,8,1,0,11,22,10,0,11,7,0.80952381,113,1,4,0,0.314285714,0,0,12.375,1.125,3,1,1,0,0,3,3,1,1,1,-61.14,1,FALSE,FALSE
SamplingThrottleMediatorFactory.java,4,0,0,8,26,2,0,8,3,0.666666667,215,1,6,0,0.555555556,0,0,51.25,2.25,8,0,0,0,0,0,0,0,0,0,108,0,FALSE,FALSE
AbstractMediatorSerializer.java,11,1,32,55,46,41,32,23,1,0.8,252,1,6,0,0.325,0,0,21.36363636,2.090909091,7,0,0,0,0,0,0,0,0,0,221.14,0,FALSE,FALSE
FaultMediatorFactory.java,4,0,0,9,42,2,0,9,3,0.848484848,443,1,8,0,0.555555556,0,0,107,7,27,0,0,0,0,0,0,0,0,0,221.14,0,FALSE,FALSE
ServerWorker.java,16,1,0,40,118,8,4,38,8,0.803508772,1110,1,9,0,0.173333333,0,0,67.1875,4.4375,40,21,19,7,5,17,9,2,28,24,36.85,2,TRUE,FALSE
ThrottleMediator.java,20,0,0,29,70,80,2,27,18,0.860902256,906,1,6,0,0.175,0,0,43.6,4.15,42,19,11,12,7,96,34.33,3,31,18,26,1,FALSE,TRUE
MessageStoreMediatorFactory.java,4,0,0,6,14,2,0,6,2,0.666666667,71,1,3,0,0.555555556,0,0,16,1.25,4,22,18,20,16,6,6,2,42,34,26.28,1,FALSE,FALSE
ThreadedClient.java,3,1,0,1,26,1,0,1,3,1.2,289,0.2,0,0,0.5,0,0,93.66666667,5.333333333,15,0,0,0,0,0,0,0,0,0,208.28,0,FALSE,FALSE
AggregateMediatorSerializer.java,4,0,0,12,31,4,0,12,3,0.666666667,176,0,0,0,0.666666667,0,0,42.75,3.25,12,0,0,0,0,0,0,0,0,0,221,0,FALSE,FALSE
ConfigurationFactoryAndSerializerFinder.java,13,1,0,14,44,14,2,12,8,0.625,380,1,2,0,0.154761905,0,0,27.76923077,1.615384615,4,0,0,0,0,0,0,0,0,0,172.28,0,FALSE,FALSE
EndpointDefinition.java,71,1,0,31,93,2265,27,4,71,0.97012987,570,1,2,0,0.164319249,0,0,6.563380282,1.112676056,4,0,0,44,44,25,25,1,44,44,-70.28,1,FALSE,FALSE
Replicator.java,5,1,0,10,18,0,3,7,3,0.25,124,1,1,0,0.4,0,0,23.6,2,5,0,0,0,0,0,0,0,0,0,207.28,0,FALSE,FALSE
SwitchMediatorFactory.java,4,0,0,13,27,2,0,13,3,0.666666667,169,1,3,0,0.555555556,0,0,40.5,1.5,5,0,0,0,0,0,0,0,0,0,221.14,0,FALSE,FALSE
UserDefinedXmlSchemaURIResolver.java,2,1,0,5,2,1,2,3,2,2,2,0,0,0,0.8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,61.71,0,FALSE,FALSE
DOOMSourceBuilderFactory.java,2,1,0,5,4,1,1,4,2,2,9,0,0,0,0.75,0,0,3.5,0.5,1,0,0,0,0,0,0,0,0,0,205.85,0,FALSE,FALSE
MessageStoreFactory.java,6,1,0,9,32,0,2,7,2,0.666666667,175,0.333333333,6,0,0.28,0,0,27.16666667,1.5,4,0,0,0,0,0,0,0,0,0,89.14,0,FALSE,FALSE
SynapseServer.java,7,1,0,9,23,13,1,9,3,0.888888889,88,1,2,0,0.166666667,0,0,11.14285714,0.714285714,1,0,0,0,0,0,0,0,0,0,215.71,0,FALSE,FALSE
ResourceSerializer.java,3,1,0,14,27,1,1,13,2,0.5,208,1,1,0,0.5,0,0,68,5.333333333,16,103,100,3,3,38,21.5,2,106,100,25,1,FALSE,FALSE
InMediatorSerializer.java,3,0,0,6,14,3,0,6,3,2,41,0,0,0,0.666666667,0,0,12.66666667,1,2,0,0,0,0,0,0,0,0,0,214.42,0,FALSE,FALSE
EventPublisherMediator.java,5,0,0,8,12,0,2,6,4,0.5,41,1,1,0,0.5,0,0,6.8,0.8,2,0,0,0,0,0,0,0,0,0,179,0,FALSE,FALSE
StreamSourceBuilder.java,5,1,0,9,17,4,1,8,3,0.6875,90,1,3,0,0.35,0,0,16.2,1,3,0,0,0,0,0,0,0,0,0,205.85,0,FALSE,FALSE
DBLookupMediator.java,2,0,0,6,31,1,3,4,1,2,178,0,0,0,0.666666667,0,0,88,5.5,11,3,3,3,3,3,3,1,6,6,-58.42,1,FALSE,TRUE
SecretLoadingModule.java,3,1,0,3,10,0,1,2,3,0,54,1,0,0,0.555555556,0,0,16.66666667,1.666666667,3,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
Importance.java,4,1,0,4,4,6,4,0,4,2,4,0,0,0,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,120.71,0,FALSE,FALSE
MessageProcessorConsents.java,1,1,0,0,2,0,0,0,1,2,10,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,67.71,0,FALSE,FALSE
ICACertsLoader.java,1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
EventSourceFactory.java,6,1,0,15,52,5,2,13,2,0.6,403,1,12,0,0.266666667,0,0,64.16666667,1.833333333,8,0,0,0,0,0,0,0,0,0,179,0,FALSE,FALSE
SEDAQueueConsumerPolicy.java,7,1,0,4,8,3,4,0,7,0.952380952,47,0.428571429,0,0,0.357142857,0,0,4.714285714,0.857142857,1,0,0,0,0,0,0,0,0,0,147.42,0,FALSE,FALSE
SynapseDispatcher.java,4,0,0,10,13,6,1,9,4,1.333333333,36,0,0,0,0.583333333,0,0,7.75,0.75,1,0,0,0,0,0,0,0,0,0,213.28,0,FALSE,FALSE
CacheMediator.java,27,0,0,29,94,201,2,27,24,0.858974359,779,1,2,0,0.154320988,0,0,27.40740741,1.444444444,11,133,133,104,104,4,4,1,237,237,26,1,FALSE,TRUE
SyslogMessageBuilder.java,3,1,0,13,29,1,0,13,2,0.5,368,1,1,0,0.625,0,0,120.6666667,0.333333333,1,0,0,0,0,0,0,0,0,0,213.14,0,FALSE,FALSE
EventPublisherMediatorSerializer.java,3,0,0,7,15,3,0,7,3,2,52,0,0,0,0.666666667,0,0,16.33333333,1.333333333,3,0,0,0,0,0,0,0,0,0,179,0,FALSE,FALSE
PKCS12KeyStoreLoader.java,2,0,0,2,4,0,1,1,2,0,22,1,0,0,0.75,0,0,9,0.5,1,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
CustomWSDLLocator.java,7,1,0,5,11,13,2,3,7,0.766666667,74,1,2,0,0.4,0,0,8.857142857,1,3,0,0,0,0,0,0,0,0,0,158.42,0,FALSE,FALSE
CacheMediatorFactory.java,5,0,0,9,42,4,0,9,3,0.803571429,385,1,12,0,0.4375,0,0,73.2,6.8,28,0,0,0,0,0,0,0,0,0,213.28,0,FALSE,FALSE
AbstractEndpoint.java,50,0,9,44,148,871,13,31,34,0.911989796,1134,0.9375,6,0,0.147959184,0,0,21.36,2.52,17,31,20,12,3,96,35.14,7,43,23,26.28,2,TRUE,TRUE
ResourceMapSerializer.java,3,1,0,11,15,1,3,8,2,0.5,50,1,1,0,0.5,0,0,15.33333333,1,3,0,0,0,0,0,0,0,0,0,213.85,0,FALSE,FALSE
EIPUtils.java,8,1,0,15,26,28,5,10,7,1,175,1,1,0,0.380952381,0,0,20.75,0.75,1,0,0,0,0,0,0,0,0,0,221.14,0,FALSE,FALSE
PasswordManager.java,12,1,0,8,21,14,3,5,8,0.590909091,96,1,3,0,0.484848485,0,0,6.666666667,0.916666667,2,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
LoggingNHttpClientConnection.java,13,0,0,19,37,16,3,18,7,0.821428571,218,1,5,0,0.2,0,0,15.23076923,1,2,16,8,7,7,65,24,3,23,15,24,1,FALSE,TRUE
AndEvaluator.java,5,1,0,5,7,4,2,3,5,0.5,43,1,1,0,0.466666667,0,0,7.4,0.8,1,0,0,0,0,0,0,0,0,0,118.85,0,FALSE,FALSE
MessageStoreMediator.java,9,0,0,15,30,22,2,13,8,0.791666667,130,1,0,0,0.388888889,0,0,13.11111111,2,8,20,18,19,16,7,4.66,3,39,34,27,2,FALSE,TRUE
DataSourceRepository.java,6,1,0,3,6,15,2,1,6,2,6,0,0,0,0.416666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,115.42,0,FALSE,FALSE
Evaluator.java,2,1,0,32,2,1,30,2,2,2,2,0,0,0,0.75,0,0,0,1,1,0,0,0,0,0,0,0,0,0,120.71,0,FALSE,FALSE
MultiXMLConfigurationSerializer.java,33,1,0,39,141,138,0,39,16,0.4375,1985,1,1,0,0.167763158,0,0,59.06060606,1.909090909,12,6,6,2,2,46,46,1,8,8,26.28,1,TRUE,TRUE
EnqueueMediator.java,9,0,0,13,28,2,2,11,8,0.6875,148,0.75,0,0,0.375,0,0,15,1.555555556,8,16,10,2,2,96,33.33,3,18,12,-57.14,2,FALSE,TRUE
SALSessions.java,21,1,0,18,84,0,8,13,10,0.7,1206,0.9,3,0,0.21,0,0,55.95238095,5.142857143,15,10,7,6,3,46,25,2,16,10,26.28,1,TRUE,TRUE
TaskDeployer.java,6,0,0,10,36,0,0,10,5,0.2,454,1,1,0,0.65,0,0,74.5,3,5,19,19,18,18,7,7,1,37,37,26.28,1,FALSE,TRUE
